"userCode","sessionToken","mixingCosts","speed","switchCosts"
137302,"9a0tAGV01623173234965",218.358374003092,510.661535087833,421.153775119346
137317,"GPLb4aeg1623177883416",292.304678363032,587.550877192303,174.751717175839
137324,"9mfIStCM1623179821255",-23.2181613587436,146.044885496325,-30.1456303875833
137327,"ZKXlEAy41623181228263",658.184591688485,436.771953779766,436.418722407263
137329,"Ei7VAjL21623181854067",-425.432777777369,488.432777777645,18.0565217387249
137330,"TouJf0mx1623182910754",644.651072124756,820.219298245614,91.7962962962963
137331,"oAnbVi7E1623186720350",277.863775317246,388.708154506949,330.447368421314
137333,"8MaWixZ41623192364013",383.818066957026,511.438073395316,367.345583784151
137812,"FbWHxQjp1623946211837",384.9978898447,420.54377682296,242.533771926949
138135,"K00kP6zD1625262092016",426.180208331488,473.953124997871,227.463440856498
138137,"kWUvX8Nm1625262420154",402.405978030817,520.485957451323,61.4250136691895
138147,"NAlDXKUp1625263234825",-95.9200790994642,485.583236994181,80.2496626181116
138148,"jBDGiVbS1625263525814",35.7195114410321,53.9683673468594,6.69267676766277
138150,"DPXvzMod1625263591137",249.397881352295,492.319067799439,262.224717510959
138151,"2JX3xOJ01625264011299",318.814829676814,455.249321266132,261.139297330038
138156,"EWvgJoUr1625265358271",-122.043809523622,159.343809523846,-3.68636363652366
138175,"4xgijuVR1625270926699",228.174018735388,510.30184331138,478.136206926971
138176,"jyTYYB0J1625271013012",478.852136753087,575.547863247621,18.2779661012391
138186,"UrTwF0611625274503638",-456.546352029716,713.693765822776,25.1395862069883
138189,"UB0GLJ1S1625275445621",43.7176446887022,714.261641025636,173.174768339834
138195,"08w1C78V1625277753825",220.821432312661,292.082979452066,41.8661834734129
138196,"ZopdMFbw1625277959111",593.696602263856,514.428278688533,-467.371645658337
138199,"Qn8mHe0V1625278500136",-421.982699800253,736.728084415598,54.0787820512166
138200,"Pf8EZEz91625279496481",313.501232663373,429.281818182115,481.58983051095
138201,"yihhd01J1625280510896",-54.2808356569814,439.292019867564,26.0208157894626
138203,"fH0C9Zz01625282128398",-53.4974978632336,529.446472222148,61.7604542127221
138204,"p5T0z4fp1625282143949",12.9380157765207,59.9563592232863,-6.91104166632695
138205,"Ae5apEoW1625282318304",-12.2890688071132,85.3375688072437,-2.07617857170547
138206,"UGW6dTXz1625282399680",387.947976006972,528.834782607141,572.538552859734
138208,"CZttY5qt1625283263127",33.6104020978616,52.0036363636577,-17.6721029778113
138211,"5ZAUYEfu1625284291044",302.801315787069,557.92149122922,575.29298246116
138216,"9g0tgj3o1625289621135",-109.852193261284,222.198347107438,-9.81490384615384
138218,"Q0Tv85Ei1625292053607",-37.7254782606182,67.6674782609193,26.7781562497803
138220,"yMFSs2dH1625293521084",-21.1268968246561,89.9545634919306,27.1652499990589
138221,"fX1pz3Sj1625294141545",8.65492441051028,76.2198672566946,-29.8966250006129
138222,"dg769fj21625294259947",34.3037553419777,103.908605769092,-61.0769444447069
138223,"QIOlp8Sd1625295119324",-75.8053837396376,88.2589837397899,-1.09931428633497
138225,"N50NpdmQ1625295906390",33.1216048728591,59.0249576272701,-33.0609855769233
138227,"VrL0c3wK1625297442109",30.70440836966,169.398015873107,-38.5516889487421
138229,"tRClJT6T1625297639039",620.623317637506,548.11806167695,160.113793097693
138230,"b9JXhJE01625298322078",-24.5437985813678,114.687198581585,23.9229793101652
138231,"IfRYGq0o1625298802509",4.29192323271124,8.13767676760038,-3.49682222242829
138232,"Z094jLkj1625299301133",18.8931846847471,98.7331666664104,-27.248146222845
138234,"tVDp79rL1625300438116",-48.1197339677801,74.6199612403541,18.2747727273088
138239,"nrOHI3ty1625300971860",422.889530332715,579.289041095873,510.096428571412
138240,"9XN4D20y1625301011077",614.531127652014,545.137837843852,104.832886336559
138241,"xEr98bZe1625301025162",399.437273002421,523.816964285714,237.13791957461
138242,"3i0PdU4h1625301204743",-20.3274365892182,22.3744954128051,6.72544117591015
138243,"9WyZg2m61625301294615",-80.1133207076352,522.323737373557,37.2895833340784
138245,"rxiMe7fc1625301529937",595.651042843416,615.587553647838,500.076497848706
138249,"5dBBOQVu1625302243651",425.370411899246,496.38699551655,252.463425910583
138250,"YR3EcHEh1625302245658",631.812202380944,499.654464285715,192.578333333367
138251,"DTizH5FP1625302323313",-33.1178948134327,112.523067226933,17.0630418723648
138252,"ykNllrAC1625302630512",-49.5033708931525,104.693543306998,30.8271003135206
138253,"0HxD3Wdc1625303059371",512.304928414097,582.101321585903,191.827083333333
138254,"zFsTQ4iX1625303167306",-1.12300179154661,12.2891129033298,-3.57294444515784
138255,"fqGTqbk21625303574542",559.455635728379,536.518502202623,182.146551724266
138258,"7zL67yT01625304343063",23.7605659806183,139.198898304701,-23.2491309516733
138259,"OrySrlqj1625304426510",84.2527868855193,147.994713114932,10.1968103445007
138260,"KTuVAJV21625304479491",116.750465221275,44.9726829267882,2.26594276119081
138262,"yd0TMitG1625304577531",3.36157080862995,8.13711340214635,-8.85520595025902
138263,"9tJnzema1625305977450",-1.05892137944049,103.061680000277,48.9361997125756
138265,"hEtlwJbl1625307258765",3.73257967644714,102.357765151637,-6.1579764076395
138266,"z5pjv3BJ1625307461262",15.7128415306837,82.2654918036462,8.98811827785866
138268,"GlQf6Pis1625307697969",4.61091666755688,6.80366666679315,-10.0619642872064
138269,"u3UiQc7w1625308089800",4.93676839447635,5.65092391274242,-6.2985256403798
138270,"MU2rRWwp1625308350275",0.563958020741016,30.7901724135616,-0.877297100773507
138273,"wngGKZs81625309979283",159.593920702843,732.966079295207,118.563076923805
138275,"GFtbhQ0L1625312672566",212.645409125281,439.540865384687,37.5311167942936
138278,"5VvGMOI01625314347058",347.913772481647,613.534152046738,553.742940856428
138279,"WxMpXfWt1625315089094",610.168783067852,632.864495612203,456.201266781524
138280,"AUCgzF021625316260953",-181.329563852353,645.919695431326,42.4029172015565
138282,"ladQY4FR1625316869682",603.520757006396,607.638565022047,66.5560625867124
138290,"Y8PzDO6r1625330741495",-98.2535714293186,267.753571428948,36.0440000000156
138292,"J0MalExc1625332460557",168.385652281762,457.180736607142,648.443861111081
138301,"80lUI55p1625376264965",-26.892331393897,113.140157480396,17.5173913050524
138304,"FqzowVmB1625387043211",343.758134732831,538.589035093784,20.624258755031
138308,"bdgQe0j21625417825227",-338.277068323444,424.842285714343,16.5026397519877
138309,"OVvqmwF01625421976037",48.1813084111263,119.718691588792,75.0166666666612
138312,"CZMzVHAB1625427885183",-79.0891432306892,289.461870503594,-3.18472727302802
138327,"YMTO7xA51625498266609",156.025862068965,450.73275862069,486.866379310345
138331,"0uhgUllr1625498930814",48.3116244959152,76.3920792078618,56.6105820104147
138332,"1x08eiE71625499225598",545.772231251451,485.397260273973,102.937651331719
138336,"sx1jxR6I1625500833949",290.450819672161,496.099999999999,557.407362146034
138340,"MaYtQcwR1625501782634",315.637624521073,501.724444444444,151.619063109954
138342,"Cb4XmQkV1625502183757",173.429419383055,550.496995709485,434.273584906785
138353,"VqUJC1tm1625505217065",393.014302323967,483.650697675139,131.55078947531
138354,"78oGkkUX1625505608135",180.744201413176,445.686307055945,192.302278413487
138356,"MuFcUttz1625505916138",404.106884162391,488.375045662109,403.335701754378
138361,"4HW6JE0s1625506644647",297.210429280353,633.447465443941,390.869377994309
138363,"ozfzvbAh1625506979705",477.178155497284,559.268396226443,152.700816696385
138368,"PfY06X9o1625507701010",485.810843727411,561.771914893484,477.22586206867
138370,"qJn0YZje1625509146369",313.680008845246,475.004201680547,233.631043709374
138373,"Y92TMq8r1625510939979",391.110174602273,884.279111111694,840.898645317742
138379,"2yuDrRkj1625513007633",290.437931032016,504.570689657639,218.141379307653
138380,"q0QH9hXh1625515261544",338.561696055532,558.46228699547,82.7321987672999
138382,"9n04RZnh1625516204165",278.753879313325,698.561637929287,113.170447676779
138385,"aArk0b9l1625517899804",380.832967836223,520.098611111106,-45.4297270957946
138388,"ySjMvi0J1625521129025",384.942032518426,676.49796747919,209.406666668256
138391,"kEEIcpEW1625522023343",601.34896262625,600.431739130227,-100.067935800933
138392,"UsHEaf0M1625522278318",314.101048328812,594.085836912301,163.409888948109
138400,"rRmBdhHS1625528799092",484.887432936107,407.40944206203,212.507291676477
138403,"669hmXJ21625531298468",510.47196165195,570.266371681396,170.046412429316
138405,"R9o9vbZf1625533728251",354.140498899426,524.431914893665,150.852586206923
138408,"FBViLCzb1625537297873",433.735739308769,429.001357465713,53.0611488379845
138415,"LYiVh0FT1625549939038",685.239890764786,534.567381964221,275.373429058005
138435,"JSLW4RBu1625579597086",283.441330995276,443.289177480714,447.341713744686
138438,"LxyvrqQH1625580765096",640.495871778723,555.766197185561,181.523385586372
138451,"1DPTTnkC1625595089459",485.737037037881,648.349999999577,333.722222222382
138452,"3QYQXMA71625595147819",0.258928571353522,109.428571428643,18.7939814814506
138453,"oII4n9d31625595236969",-516.503852327385,644.67528089889,-9.85476190477631
138454,"BLDMh8L91625595256490",242.523588591056,561.948341232311,376.835762482924
138455,"zPOTu20T1625595268303",-388.488168273569,464.302453987655,-8.07880184294791
138463,"JjyyIQbJ1625595338817",84.9899214661856,604.83507853395,-13.9964285715972
138464,"I30fO4Z41625595340690",-219.408493589362,276.785416666574,-7.18904428896717
138465,"0lAzUTLt1625595341735",-13.456603260972,77.7034782609255,9.85312500034844
138467,"sMiHi0ZO1625595355779",-16.1338942301904,77.5531249997221,6.48362637343458
138468,"jh1J1ems1625595355086",-9.45165714218521,65.768799999956,8.3122689069597
138482,"25VAuJCA1625595508500",-1.46250000027067,46.1250000000291,-4.76634615362071
138490,"08lOx5KA1625595509315",-0.295834392089418,68.20551181127,-1.0059737154631
138493,"SXnK1wWV1625595535394",8.05370950890348,51.2068965518606,-1.21060606060888
138507,"CmDgS27S1625596521667",3.95430932745052,54.1314049584633,3.82807881745413
138508,"wncZuM0b1625596583229",569.487499999696,650.866666666447,376.15603741415
138509,"dIN8Odix1625596643280",38.7946026985942,97.8260869563213,-39.650992685409
138513,"COKlERUN1625597640722",-11.6571428573252,125.857142857006,-5.32499999960308
138515,"ckSWINN11625598476517",602.44227121265,573.902409638641,430.472710453049
138520,"f1VvExpf1625599065691",-34.2183574875704,157.773913043359,-55.0755555556627
138521,"qOliWOt41625599952084",-16.0283811482448,74.0221311476933,13.5776785716807
138523,"wFt8W40D1625599957999",8.51019163772121,57.6219512195198,-2.44565637081994
138524,"rDuMrvHb1625599970132",-3.15279999977616,67.3328000000436,1.70529411703997
138525,"8yMn0INW1625599999751",-4.09124293742231,65.2245762710661,1.36666666623648
138526,"shBUZg551625600256334",29.7736103614381,60.8440366974367,-18.0791855203283
138527,"Q2eVGEFx1625601442008",549.905123386579,526.386255924742,253.243403297883
138530,"qRW09uTm1625607036019",459.222158931061,647.399152540049,229.104112252854
138533,"Hy0bQXCZ1625622879284",-129.938176855572,1103.40567685602,-137.993970589296
138535,"EKXKvdWx1625630483899",2.52416972476129,85.0913302768791,0.720823529211103
138546,"q04J71Yv1625674643112",272.630495870606,448.209504143266,288.037586207001
138550,"sxTsvjdG1625738047435",-82.0562213438474,331.262090909089,-0.800179910097313
138561,"AqyavPIf1625787479274",573.78376294335,677.496629213436,234.795217599689
138562,"OIjG944j1625789503264",-110.380231467608,189.828057554137,278.597628459057
138563,"UAifJGyL1625794270834",2776.10849919312,1304.60059171588,378.354370629147
138684,"6bBojwZK1626219376059",476.396135392403,826.298507462593,115.983134921938
138685,"qP9Knt6O1626221242482",463.013142729301,686.667708333365,161.955319150559
138686,"nf4T8wT91626223037844",-3.91435374132845,32.8010204093797,4.24666667076138
138689,"UAp8PjB01626227467209",-1.71990440211074,27.3405940598684,-3.13992042485711
138693,"FQ2C26lQ1626254400858",163.718269230805,522.452564102566,1.90096153842489
138694,"gA501RRB1626256607743",-125.909887005754,402.193220339025,51.0907407409319
138695,"sO9sGNvv1626258314332",-396.501404853121,576.531034482726,-60.6683393066433
138765,"uNq9vRD61626451241971",455.355897314587,477.686695278778,241.915302143372
139350,"US6JfNj61627688445489",469.528410463939,513.694396581629,443.711619213253
139353,"n4O6kXCJ1627689390561",457.788636362349,510.556818182021,336.247272727435
139354,"PcCNF1js1627689409086",202.31087083302,403.580508476092,340.724410161854
139358,"omvmyy1y1627689902436",424.187823036636,411.458078605249,385.800650086467
139361,"V3rA1nLQ1627691555629",300.172257954526,707.124170617328,341.387207791132
139362,"ZQYUQSvI1627691868284",304.277069678304,492.373777778414,104.037083574785
139364,"YP98WBXD1627692678740",461.658861135891,538.188596491228,400.835082055421
139371,"gVYdzdAZ1627695003432",357.169499999533,538.10549999997,-12.176724137383
139379,"Td0qJy4u1627696755830",417.037403447911,543.817596555268,182.131666696072
139384,"6kvLpN6q1627698269793",318.395184723952,596.059360730594,227.036979969183
139385,"wLdjZCMg1627698602078",231.167412587185,498.351818181473,324.95531468456
139386,"mXKxNGbd1627699724568",236.271512861146,660.939013453075,418.547165995305
139394,"pXOWHZU91627704810789",389.681766695387,484.876415101987,123.857607643684
139395,"IkR8UUYi1627704851972",533.824790971526,561.222666658825,205.219209041335
139399,"Z0jZA3OZ1627706402797",244.602703583982,573.640692641983,255.043270438516
139407,"9IABItcG1627709485284",363.95312609308,594.887551879487,142.433006236286
139426,"CEaBox951627716329892",171.611129571322,532.567441859911,598.081077690215
139430,"XGEL03UF1627717923794",381.40231990232,614.423076923077,213.774603174603
139431,"LoJnpPfI1627719568887",481.330531280382,520.7457399101,1307.2710972381
139438,"yFB8vhPf1627722884003",361.571616630144,408.101580113785,140.49996990797
139439,"yL68iR861627723796999",586.358942255037,563.982327586233,122.717746551098
139455,"aD3tu67I1627731746489",234.287856071964,772.608695652174,291.103448275862
139460,"jm3tOZmp1627733538094",298.290617961933,463.331415929098,410.384862656171
139464,"n1S0HkTn1627735381793",360.430163347623,497.755021819902,108.007797288616
139466,"L6Dy20ly1627737426196",425.947988052936,444.134468088251,198.43641178559
139476,"17n14lHO1627746293331",426.824878150007,467.542918452889,174.145410945174
139477,"AcCd7bxe1627746363032",449.697241379764,515.120000000163,250.481091952016
139481,"vVMHHldk1627753672074",386.658892149782,565.187659574478,541.745114942469
139483,"96ka69RH1627756666826",315.273226813204,762.249186979077,150.922229053792
139487,"C0PyjbjJ1627760317416",357.498589030813,493.054042554409,523.761884541888
139494,"upL6gYkv1627774375989",133.536658214863,434.95807861553,336.338596494574
139496,"sBalk3rf1627799663496",372.309975080146,493.688412011437,186.418006340878
139500,"2aRtBVa61627856549795",434.604222001258,556.509813078096,537.951419464367
139535,"X5HaYsEs1627910363978",195.402589277023,414.417410719075,741.262142863599
139538,"dJZB082Z1627915898256",482.404711701262,635.629186603192,192.433343074626
139542,"CpOHdhEm1627943480971",501.029629624438,588.020370374123,110.140322582276
