"userCode","sessionToken","congruent","incongruent","RTinterference"
137302,"9a0tAGV01623173234965",432.541925925869,468.337702702942,0.0827567794739216
137317,"GPLb4aeg1623177883416",410.450000000672,476.02499999702,0.159763674007165
137324,"9mfIStCM1623179821255",528.405034722104,556.866888888992,0.0538637073771567
137327,"ZKXlEAy41623181228263",370.959420288589,445.213378388183,0.200167333779603
137329,"Ei7VAjL21623181854067",486.644628099512,694.373076923192,0.42685860858039
137330,"TouJf0mx1623182910754",678.448529411765,758.790697674419,0.118420432471588
137331,"oAnbVi7E1623186720350",336.405673758147,395.302777777943,0.175077617930249
137333,"8MaWixZ41623192364013",436.092086330592,528.29999999553,0.211441382577708
137812,"FbWHxQjp1623946211837",353.7644927506,445.519512189598,0.259367520820367
138135,"K00kP6zD1625262092016",380.764539006754,463.384090886875,0.216983314926433
138137,"kWUvX8Nm1625262420154",420.382432431788,463.632608698762,0.102882929757042
138147,"NAlDXKUp1625263234825",480.596124031037,589.480645161473,0.226561380098447
138148,"jBDGiVbS1625263525814",461.100000000047,583.172727272486,0.264742414383925
138150,"DPXvzMod1625263591137",434.94963503319,516.96829267246,0.188570471229413
138151,"2JX3xOJ01625264011299",434.236363635405,444.097777774599,0.0227097842673391
138156,"EWvgJoUr1625265358271",530.350833333315,609.112499999655,0.148508613008703
138175,"4xgijuVR1625270926699",432.985211266598,484.179487179487,0.118235622327913
138176,"jyTYYB0J1625271013012",552.150714285459,618.911363637075,0.120910192859229
138186,"UrTwF0611625274503638",933.059769230767,1095.95231707315,0.174578899674002
138189,"UB0GLJ1S1625275445621",756.708941605845,1043.10722222223,0.378478784734074
138195,"08w1C78V1625277753825",1072.03039130431,1145.16067567562,0.0682166149061668
138196,"ZopdMFbw1625277959111",659.449100719382,754.799459459495,0.144590929968813
138199,"Qn8mHe0V1625278500136",696.76365248226,876.963877551038,0.258624605957565
138200,"Pf8EZEz91625279496481",378.159310344478,417.389583333395,0.103740069107861
138201,"yihhd01J1625280510896",558.448977272679,659.894024390291,0.181654996689302
138203,"fH0C9Zz01625282128398",415.528309352517,484.082666666653,0.164981195675832
138204,"p5T0z4fp1625282143949",559.177397959186,642.858125000144,0.14964969497402
138205,"Ae5apEoW1625282318304",624.734342105402,732.235972222143,0.172075749436877
138206,"UGW6dTXz1625282399680",465.972340427392,564.573333340221,0.211602673288272
138208,"CZttY5qt1625283263127",219.218150684891,222.294814814732,0.0140347143711793
138211,"5ZAUYEfu1625284291044",410.353472218331,504.396875007078,0.229176573748376
138216,"9g0tgj3o1625289621135",370.367924528302,363.904761904762,-0.017450654323728
138218,"Q0Tv85Ei1625292053607",675.39566901393,742.56184782604,0.0994471565240731
138220,"yMFSs2dH1625293521084",234.115301204915,287.361666666584,0.227436503242751
138221,"fX1pz3Sj1625294141545",121.071176470597,116.883750000094,-0.0345864853433504
138222,"dg769fj21625294259947",103.432073170685,74.7947619040912,-0.276870707399785
138223,"QIOlp8Sd1625295119324",426.415804195868,504.333333333105,0.182726644675313
138225,"N50NpdmQ1625295906390",155.072307692255,151.233200000133,-0.0247568876045922
138227,"VrL0c3wK1625297442109",137.343000000101,89.6902000004775,-0.346961985682476
138229,"tRClJT6T1625297639039",467.154545460548,514.616279075312,0.101597499320003
138230,"b9JXhJE01625298322078",132.637333333259,105.136190476125,-0.207340890879014
138231,"IfRYGq0o1625298802509",89.8589552238426,74.9964583334683,-0.165398060252884
138232,"Z094jLkj1625299301133",101.875657894724,88.9848148150055,-0.126535065845068
138234,"tVDp79rL1625300438116",163.339596774148,171.764761904862,0.051580665662857
138239,"nrOHI3ty1625300971860",500.277272727291,586.307499999926,0.171965092085106
138240,"9XN4D20y1625301011077",474.424285704749,565.502857146944,0.191977042884514
138241,"xEr98bZe1625301025162",435.128571428571,520.325,0.195795988049509
138242,"3i0PdU4h1625301204743",158.080066666929,100.684999999863,-0.363075926504988
138243,"9WyZg2m61625301294615",474.821212121032,546.93720930191,0.151880319033632
138245,"rxiMe7fc1625301529937",639.199242423938,724.004761904655,0.132674624517893
138249,"5dBBOQVu1625302243651",486.199270068294,519.747619041375,0.0690012327010866
138250,"YR3EcHEh1625302245658",565.648529411765,621.247727272725,0.0982928355153316
138251,"DTizH5FP1625302323313",392.404999999746,437.310322580978,0.114436163100014
138252,"ykNllrAC1625302630512",56.3504225352056,76.3349999998961,0.354648227388266
138253,"0HxD3Wdc1625303059371",458.993006993007,542.195652173913,0.181272141216247
138254,"zFsTQ4iX1625303167306",13.4399305556548,1.38346153807316,-0.897063341782591
138255,"fqGTqbk21625303574542",483.386666666592,578.326829268075,0.196406250209971
138258,"7zL67yT01625304343063",396.292761193872,446.288378378382,0.126158290234453
138259,"OrySrlqj1625304426510",154.420362318637,158.286923076818,0.0250391897812142
138260,"KTuVAJV21625304479491",27.8622222223988,28.1563636362989,0.0105569976275494
138262,"yd0TMitG1625304577531",12.8531506853094,12.8520833332004,-8.30420598924802e-05
138263,"9tJnzema1625305977450",77.9936619717415,93.7860526319128,0.202483000040352
138265,"hEtlwJbl1625307258765",144.385749999583,134.437678572015,-0.0688992606790953
138266,"z5pjv3BJ1625307461262",77.946266666598,81.5642857154931,0.0464168356435926
138268,"GlQf6Pis1625307697969",12.5695138889973,1.45833333420645,-0.883978541486557
138269,"u3UiQc7w1625308089800",3.20437499931359,2.98382352904061,-0.0688282333747535
138270,"MU2rRWwp1625308350275",30.443699999596,30.0973333331058,-0.0113772854973216
138273,"wngGKZs81625309979283",513.849606297148,609.339999992507,0.185833349924062
138275,"GFtbhQ0L1625312672566",538.274803149662,649.821875000499,0.207230714122471
138278,"5VvGMOI01625314347058",488.513239436683,558.528936170215,0.14332405159432
138279,"WxMpXfWt1625315089094",629.223467149928,714.000357145865,0.134732562311978
138280,"AUCgzF021625316260953",532.885277777785,596.400384615548,0.119190958141366
138282,"ladQY4FR1625316869682",483.284328359721,583.651351353607,0.207676965927146
138290,"Y8PzDO6r1625330741495",468.247933884022,524.842307692429,0.120864118585571
138292,"J0MalExc1625332460557",367.393265306119,390.707236842101,0.0634578086687456
138301,"80lUI55p1625376264965",66.1472222228541,56.4666666658013,-0.146348633120804
138304,"FqzowVmB1625387043211",427.068794319816,528.564285709744,0.237656070262822
138308,"bdgQe0j21625417825227",205.14054054056,142.549999999935,-0.305110537272129
138309,"OVvqmwF01625421976037",308.950000000036,100.057142857276,-0.67613807134726
138312,"CZMzVHAB1625427885183",362.953763440561,398.98333333349,0.0992676575423603
138327,"YMTO7xA51625498266609",404.889705882353,472.914285714286,0.168007679236227
138331,"0uhgUllr1625498930814",225.944444444319,198.627272727043,-0.120902161522313
138332,"1x08eiE71625499225598",417.874125874126,515.295454545455,0.233135584711159
138336,"sx1jxR6I1625500833949",394.997222222224,444.776190476187,0.126023590682259
138340,"MaYtQcwR1625501782634",458.85401459854,535.906976744186,0.167924785866941
138342,"Cb4XmQkV1625502183757",410.218309858315,492.035714291391,0.19944844602703
138353,"VqUJC1tm1625505217065",485.994999999021,590.177777777115,0.214370060964217
138354,"78oGkkUX1625505608135",339.139855076869,414.872727276927,0.223308676542578
138356,"MuFcUttz1625505916138",425.779340277774,476.509069767468,0.11914558714051
138361,"4HW6JE0s1625506644647",469.693617046302,571.785714299338,0.217358919831716
138363,"ozfzvbAh1625506979705",443.778787877975,550.180851063513,0.239763742864598
138368,"PfY06X9o1625507701010",515.391428571407,568.704166666837,0.103441258701577
138370,"qJn0YZje1625509146369",506.801459854102,600.488372095102,0.184859199632084
138373,"Y92TMq8r1625510939979",813.224113474501,896.366666665444,0.102238179873585
138379,"2yuDrRkj1625513007633",495.304827585303,550.006521734207,0.110440462322131
138380,"q0QH9hXh1625515261544",435.005915492938,494.882023809492,0.137644354212297
138382,"9n04RZnh1625516204165",597.521527774632,596.343589746035,-0.00197137337123898
138385,"aArk0b9l1625517899804",504.171034482789,517.934146341527,0.0272984977664508
138388,"ySjMvi0J1625521129025",648.039455790098,655.689130441002,0.0118043347246159
138391,"kEEIcpEW1625522023343",430.118045114261,576.246341467631,0.339739980717504
138392,"UsHEaf0M1625522278318",441.866433565433,512.70851063982,0.160324640418508
138400,"rRmBdhHS1625528799092",355.864864875336,413.284090922637,0.161351208603907
138403,"669hmXJ21625531298468",503.315217391304,578.888372093266,0.150150744683737
138405,"R9o9vbZf1625533728251",391.102836879512,471.362790697622,0.205214450650575
138408,"FBViLCzb1625537297873",345.363636364262,407.309090913245,0.179362990270489
138415,"LYiVh0FT1625549939038",387.946666692804,458.897561003522,0.182888268935431
138435,"JSLW4RBu1625579597086",367.012408762953,436.606976743354,0.189624563962227
138438,"LxyvrqQH1625580765096",468.334074078666,583.488235287807,0.245880382365257
138451,"1DPTTnkC1625595089459",720.744444443887,867.472093023744,0.203577911298462
138452,"3QYQXMA71625595147819",92.6575342464898,100.576923076775,0.0854694536681451
138453,"oII4n9d31625595236969",324.254455445539,309.737500000031,-0.0447702574373594
138454,"BLDMh8L91625595256490",515.062595419795,799.208333332596,0.551672244188519
138455,"zPOTu20T1625595268303",578.30148148147,753.156097561035,0.302358928134905
138463,"JjyyIQbJ1625595338817",565.70985915516,657.704081632667,0.162617322269924
138464,"I30fO4Z41625595340690",542.403623188423,620.558695652029,0.14409024778298
138465,"0lAzUTLt1625595341735",98.2629032256345,103.200000000267,0.0502437503123195
138467,"sMiHi0ZO1625595355779",87.6142857147066,81.4863636365203,-0.0699420423073511
138468,"jh1J1ems1625595355086",87.3830985918405,85.7399999999255,-0.0188033912552104
138482,"25VAuJCA1625595508500",573.994927536514,603.48499999991,0.0513768868828896
138490,"08lOx5KA1625595509315",267.177884615437,290.013793103104,0.0854708035454938
138493,"SXnK1wWV1625595535394",468.526241134777,558.045714285667,0.191066081878515
138507,"CmDgS27S1625596521667",50.1202702701471,49.1869565214527,-0.0186214827586503
138508,"wncZuM0b1625596583229",534.10575539617,657.925641026127,0.231826533189321
138509,"dIN8Odix1625596643280",102.681159420409,112.419354838728,0.0948391649771717
138513,"COKlERUN1625597640722",112.378378378413,110.545454545321,-0.0163102890390502
138515,"ckSWINN11625598476517",701.624822695044,779.280434782735,0.110679681755565
138520,"f1VvExpf1625599065691",162.015625000038,160.499999999653,-0.00935480760194716
138521,"qOliWOt41625599952084",87.6358974357852,102.703846153627,0.171938088828076
138523,"wFt8W40D1625599957999",105.72592592574,97.1374999999116,-0.0812329223000652
138524,"rDuMrvHb1625599970132",94.7388059698209,87.9137931035767,-0.0720403091043625
138525,"8yMn0INW1625599999751",94.8407894737481,104.910714285964,0.106177150866116
138526,"shBUZg551625600256334",122.366197183074,109.65624999983,-0.103868122699187
138527,"Q2eVGEFx1625601442008",524.50144927486,666.11714285682,0.270000576314418
138530,"qRW09uTm1625607036019",525.737410065081,627.1690476111,0.192932128481142
138533,"Hy0bQXCZ1625622879284",669.724822695532,790.059523809879,0.179677827424731
138535,"EKXKvdWx1625630483899",71.8550847422024,89.6430000003117,0.247552630713996
138546,"q04J71Yv1625674643112",408.05517243188,514.085416679581,0.259842911966522
138550,"sxTsvjdG1625738047435",173.614918032786,190.455000000002,0.0969967451992618
138561,"AqyavPIf1625787479274",459.950724637631,567.899999999926,0.234697478620872
138562,"OIjG944j1625789503264",137.819047618643,88.6714285718793,-0.35660977126151
138563,"UAifJGyL1625794270834",348.621649484597,466.744444444582,0.33882805366396
138684,"6bBojwZK1626219376059",505.435200000647,582.122222222097,0.151724735873859
138685,"qP9Knt6O1626221242482",460.496503495655,555.253488374441,0.205771344971091
138686,"nf4T8wT91626223037844",507.893181818045,598.35609755828,0.178114058189196
138689,"UAp8PjB01626227467209",443.82269503524,552.305405403368,0.244428037551154
138693,"FQ2C26lQ1626254400858",467.535294117651,413.920833333342,-0.114674681160686
138694,"gA501RRB1626256607743",407.304545454573,492.3111111111,0.208705173082847
138695,"sO9sGNvv1626258314332",441.414583333276,489.603225806632,0.109168668849739
138765,"uNq9vRD61626451241971",434.185401459571,496.388372092399,0.143263616012249
139350,"US6JfNj61627688445489",446.473648613369,511.836956482867,0.146399027294217
139353,"n4O6kXCJ1627689390561",486.329850746958,519.050000000526,0.0672797468699743
139354,"PcCNF1js1627689409086",353.658783791033,403.618181817459,0.141264406021217
139358,"omvmyy1y1627689902436",355.802068966833,424.512121211399,0.19311313293957
139361,"V3rA1nLQ1627691555629",533.871323528097,723.167567568051,0.354572788792975
139362,"ZQYUQSvI1627691868284",416.591428570875,501.978260868917,0.204965408412178
139364,"YP98WBXD1627692678740",440.536231884058,531.04347826087,0.20544790604336
139371,"gVYdzdAZ1627695003432",375.368707482912,444.767441860812,0.184881512482121
139379,"Td0qJy4u1627696755830",446.554861096872,527.018181786393,0.180186865488103
139384,"6kvLpN6q1627698269793",445.590277777778,528.595744680851,0.186282042142018
139385,"wLdjZCMg1627698602078",431.050724637573,483.919999999367,0.122652097166165
139386,"mXKxNGbd1627699724568",517.318840579926,582.850000005215,0.126674604295926
139394,"pXOWHZU91627704810789",376.100000037866,471.376470628907,0.253327494234107
139395,"IkR8UUYi1627704851972",538.009489049007,668.902272728356,0.243290845874704
139399,"Z0jZA3OZ1627706402797",498.75410958798,563.668292683072,0.130152678137766
139407,"9IABItcG1627709485284",398.899264705532,465.859999979867,0.16786377213246
139426,"CEaBox951627716329892",390.683216783967,516.675000001159,0.322490902614997
139430,"XGEL03UF1627717923794",443.170212765957,524.444444444444,0.18339281237164
139431,"LoJnpPfI1627719568887",453.178832118529,587.259999995232,0.295868117338795
139438,"yFB8vhPf1627722884003",386.315234877394,434.691382968362,0.125224541316165
139439,"yL68iR861627723796999",436.789041096217,498.746511631927,0.141847584775053
139455,"aD3tu67I1627731746489",428.671328671329,486.363636363636,0.134584013050571
139460,"jm3tOZmp1627733538094",406.125190834963,478.256097558068,0.177607566215752
139464,"n1S0HkTn1627735381793",371.183098568043,460.917500030994,0.241752390691091
139466,"L6Dy20ly1627737426196",393.136690644909,458.270454539494,0.165677143458013
139476,"17n14lHO1627746293331",388.69857143334,412.807142853737,0.0620238230655077
139477,"AcCd7bxe1627746363032",428.952447551322,516.778571428288,0.204745594478645
139481,"vVMHHldk1627753672074",479.659420289821,623.165909090905,0.299184135098136
139483,"96ka69RH1627756666826",604.05594404594,715.26595743159,0.184105486390499
139487,"C0PyjbjJ1627760317416",428.915277777033,479.929545445876,0.118937865615881
139494,"upL6gYkv1627774375989",342.213475190156,412.256097537715,0.204675231764732
139496,"sBalk3rf1627799663496",423.704895103728,489.449999998013,0.15516720635996
139500,"2aRtBVa61627856549795",430.322602757036,490.764999997616,0.140458337194773
139535,"X5HaYsEs1627910363978",370.819014097603,412.600000001663,0.11267217784324
139538,"dJZB082Z1627915898256",528.690647481586,625.237837837153,0.182615657786779
139542,"CpOHdhEm1627943480971",448.897142854333,532.789130433746,0.186884654791924
